scenario,hour_00,hour_01,hour_02,hour_03,hour_04,hour_05,hour_06,hour_07,hour_08,hour_09,hour_10,hour_11,hour_12,hour_13,hour_14,hour_15,hour_16,hour_17,hour_18,hour_19,hour_20,hour_21,hour_22,hour_23
scenario_5638,34587.389420983236,42655.59475289386,35969.66713550292,43536.56136200191,41232.44559070228,40301.06134627228,48238.363718146946,47221.84198280259,55504.27404358887,47364.07867588545,57988.53110586648,58840.6475823256,60784.28237062936,59013.38490700213,68840.82289352198,51333.34361537357,65062.008238058675,53311.31964656682,62076.20772772852,52011.348571556635,62187.97809141843,53321.50591669799,44194.95511053481,39319.78812580262
scenario_7276,40575.38686009503,35902.887466559216,43555.74996476206,43047.027653027246,32748.45663107954,40391.1408466115,48006.07334204823,38804.53364147296,42291.71226955875,52214.80975104507,58106.20383268524,61979.31382416335,52593.635725682376,65244.045807377035,66998.71496678048,60751.21989552781,63261.13570697795,69421.53814430727,61524.409160755225,55715.185351250526,55808.95791195071,56666.14448747088,53248.90722351466,52647.14420801963
scenario_2308,33763.05817703881,36046.28504735195,40899.83961217881,43124.32237450616,42383.0546901839,43905.7562958163,42296.00909855868,46606.13200132754,51457.28355448292,57698.68462189403,47689.460274824654,60771.934960037615,65828.3075887251,70966.89119694752,58309.47607122851,63712.546535712245,66031.12734164759,59752.6983322329,49832.912503803745,54830.64410632882,56285.62258710716,56641.514074049825,54667.94318614688,47900.55578578877
scenario_0358,48192.55453464075,39050.51836690675,38748.5459126796,41301.614505579535,37540.73775370041,50411.385807693245,47334.88185483611,50252.329375905574,55158.00098780389,61302.540800114635,59082.41728792408,60322.18644840763,61080.56709332449,56347.09499529374,54405.102297716294,61658.9979308818,62396.47593847281,64766.628490450144,66844.0097187148,59378.59892621184,41538.97197581711,41959.79675104319,47278.48600886498,48874.094494653895
scenario_3653,44636.479232300015,38277.46886164563,40597.2495439536,35320.07189470115,45362.90328482948,44541.04133157952,29534.3297903815,45146.65962733393,50634.02018825224,51802.38311590486,56122.18795829912,64148.63666842917,51440.028154435066,57194.91025815075,56802.556839260185,69199.9497773962,66573.75441189174,46331.4764128309,64087.36910823328,69175.17628722412,61418.10207224468,49075.20505020919,45020.123757352296,41841.03237818918
scenario_0769,46357.623164895616,43447.98791316199,31354.15368650052,34341.85579571263,37900.02602946188,38451.20426334179,46155.655901607526,43437.51551028946,40596.078720829246,53102.55381067676,56942.93870955135,55559.04383847596,53565.13246458321,59331.5807641917,65326.8168318112,65342.05773994903,65707.73481689431,67429.93369526691,48861.46356467562,53032.08019612009,45387.75507071127,48224.98291930494,43114.658628037054,47525.92543838589
scenario_5835,42587.34610247174,45330.30951772707,35682.430925791625,31938.561127181227,40297.6531383753,45827.59225990722,43468.613475857135,49422.01338997529,51596.5079316938,53806.66221886301,47276.20458799662,50217.181395214706,56593.78922933921,60119.79098962288,65360.31882563004,68004.22310818444,66367.29745628934,62759.87973797174,66749.76489447463,65842.73086590575,61523.09561856473,51947.6409365845,46071.28981096478,44136.321322675125
scenario_3498,37548.07007113072,31148.767859595257,39764.548793770155,43051.407397352195,43711.63378240076,38529.7798875554,38958.21291716947,54362.65152995796,47297.626296921946,48276.99522759813,60906.78221389266,46758.478730499715,67451.92436249006,61954.706501638735,57280.144276653045,60625.64878999948,64707.867994267726,63770.76711712963,60022.559284903575,64867.96665577127,46076.31652511424,51406.647507626025,46308.915073414275,44282.694233224494
scenario_5333,41826.27316003191,33035.0789648958,43285.62925006981,38059.45486888994,38850.11570290029,44365.25298064317,43755.413101439066,47527.02149799899,42354.69719716758,50159.05595114128,53385.92413006875,58622.303558161984,62468.34931614864,58581.59267621106,55783.448977138905,64450.11218043863,61141.57378140939,63350.13630302246,61236.06769564756,62449.619894768395,57584.44138931491,62181.170263653104,49745.93701801416,42822.59930575052
scenario_5717,35884.19059246869,31715.518407186537,42734.23629580917,41390.64980379884,41310.496956572075,43435.92380602103,44029.78913970601,49853.47517720683,47807.53489774904,49377.4685622387,47934.40861589598,61360.67118802617,60128.40519683168,70570.17078266133,54416.67094738827,59752.79379362795,66722.08381948769,72048.01666852631,61864.6437943165,55831.90318569353,59925.07493422517,53101.86313781888,45966.55635861554,48812.14605247788
scenario_0900,44357.231666324515,38584.62833570386,32628.42334410775,31309.3120116183,41821.86655941153,49919.45791070712,38932.371761949835,48623.50724223661,45741.08448092084,45961.012981528824,59593.57217160146,51496.88017387073,52486.74378818128,71677.14182674428,65376.749545580096,59492.58776591021,64637.415007525386,65215.92645067181,61751.016202482606,67092.47577875649,41023.54068578399,44056.15673073978,43103.10869175757,44334.57578111433
scenario_2868,49830.36223424907,41360.50134806236,35141.88664489135,34519.18838800029,45565.46975528704,42950.97628791469,44679.335417964074,51513.84861114629,46490.87700179513,45111.847983851054,58252.477660615936,53383.18455831493,63653.63142992185,56057.58380546792,60925.13727333446,62041.651549636365,66155.03415739683,59798.69949782372,50139.33213377308,54064.91213973743,48267.40690446214,56117.23599258933,40818.12439685352,44087.45238215626
scenario_2524,44709.052986286944,37743.69054386654,38060.34088230059,35851.006889735465,34980.83195103811,37103.64099787455,44451.916261801714,40946.712012091615,44986.186558624526,47719.678962739694,57479.67149447895,59604.16188022843,56090.24917413294,53725.08163805954,63109.576397194105,43829.756173248184,70175.40024411083,59551.04278869483,66207.64352056381,59366.06209198224,58456.05014387395,49675.38379598719,44226.76473001469,42203.04012886655
scenario_1271,41035.880398034016,41880.76940644569,40113.76602254198,41861.671810533626,41829.38028422165,46439.386405119105,51976.328670858726,47159.87290996664,43961.77514324307,58146.9371838956,40624.75114345458,55468.995844664874,61072.80324307628,52251.736617852046,62005.976644170776,61691.93729667876,62807.52987957982,65290.80239407056,64508.15053059062,55348.714459496965,53098.697002346285,53709.74766454996,39130.31496190789,40428.08639490693
scenario_5225,38118.49925318529,37199.81190728584,43330.307772009735,44670.03485393849,42338.33785991265,46697.42564626716,47885.46435382583,50947.976319600915,53806.52081490618,53293.43343314238,51144.81034774804,59353.5075148519,56099.35487612071,58888.61614502989,59274.25246395336,63029.29872788309,55892.90185409796,56415.67325440002,52753.613863281214,62907.209572650456,52546.316134181085,54959.26772814568,44481.536104195,36269.958556494945
scenario_4357,41205.32342792805,35591.7512533956,40787.88145249213,34625.944477335564,45852.45006101714,48437.86031400689,45362.15949526372,49406.206464596944,52584.781539656105,46984.393549162865,52862.17254111858,55422.09761109568,64889.92784974279,61698.55038528032,56747.71314006567,59679.55716202776,57399.24127714132,59516.8937572787,53182.94801517273,57330.37459084804,58815.027108547605,46743.002225239616,49260.64993206021,44555.58187786576
scenario_0313,44898.5424018813,37787.59891960412,41089.93714010173,40965.93019805164,41968.607530539266,44222.98681207418,44543.18329148933,50107.9182539544,45100.334238617834,47164.7514391141,51738.209729017035,59713.71551440179,62139.93937860613,54203.09743165794,64588.533971199715,55808.243056102634,57547.03756837112,64331.52931846524,62583.938997705984,56696.43074217949,59916.69495370683,56471.140627433335,48496.41140037775,45468.07347819094
scenario_4392,50269.192086044415,41896.68826955752,45419.52175496658,40331.76066672877,41192.88121891325,36629.30851762736,49613.135476417934,47932.41571010032,49998.052563985264,51311.2910762934,58082.20929766168,66816.7112276928,63652.30726594349,62328.10275888715,62764.595105847846,59355.81752981735,56202.61991969586,56506.351732898,65654.73400547834,58437.609931229716,56523.125678756,55462.22941072502,44602.70661427993,44238.31654616539
scenario_0224,42672.17907829439,33288.46046902211,36253.00541281328,33643.626766854635,38832.13000320528,45523.98838061639,48241.8118007239,45588.59112585643,55424.36729425523,51701.76836355637,47873.12238333436,60558.8502052164,64658.92158305217,63430.42128578561,71732.97100840499,66103.41111636178,50421.92406271903,58490.545007766465,54548.20895089858,47024.24340629401,57559.77944177913,55197.631745512605,43854.91665998331,48562.0524309491
scenario_0577,45469.28243073543,35363.507055076334,29572.42793005656,43209.7446177372,36614.91077491174,42275.672320473794,44142.67374741707,49626.838279833275,47715.0435424148,56277.749821002384,55978.41766479863,62876.33668080698,59261.322460357536,63014.428593314384,63338.16561662943,59930.765264558184,62181.35501595526,59885.15499839201,42209.62757141718,44765.62216720133,52542.14928565589,47004.78107652663,46064.007599817785,45026.58924014884
scenario_0181,40752.29948516385,41466.99266579229,42057.75658245486,35216.91196627797,36057.80882757185,38236.31708324827,42005.04410407804,51580.837058343626,48589.877745261314,50700.95907679884,58696.02909719563,59500.60122352006,58945.91973941409,56845.02510946269,62238.090108182325,60368.197130066736,62392.42175049813,59436.30824657194,54490.42475697488,67377.39695025698,55341.938776519186,54296.07592349598,50527.1685142054,48955.38315147123
scenario_1042,40020.95291383997,40690.6357506012,42344.85629351518,46026.52276186499,42860.27148563074,48251.23359330783,42500.45309157304,39672.03523213436,56458.900532013075,52122.84099654787,56239.548902657305,58779.23656435812,59846.12294871565,65333.61869336685,62818.07660622013,62672.135812271605,56590.22200483029,62019.20080541062,55449.96504053527,61038.77106920608,57253.62492885368,56058.57447605461,47254.773673780845,46146.905129254126
scenario_1738,38061.20594328678,40030.876389937344,38067.97283249203,42377.30367886098,38527.96288093098,46302.19656192306,45173.283680675755,42845.9451943367,52359.17395813131,52561.29662762628,59122.54853904256,63014.42833905914,45488.52025279515,64384.71601471268,58424.288216843335,64273.7099011717,58828.5233698743,58513.90243047431,52280.46200453803,56662.74276716253,56700.22059612939,53994.756871439946,50877.21219304226,44111.844914666406
scenario_4518,33563.06295739107,41704.05114140841,39725.0212373245,35863.06257744533,38190.1160140248,45678.521518121546,48768.963914929685,44104.71613759704,56239.77226937451,49322.295946265454,58688.12575822511,62639.02233933158,53593.226072499485,58494.89618241731,66972.53357676844,51334.5650465962,57934.886070566805,62571.56730905168,56122.34345128552,45501.68960794015,58928.94304997182,50224.33025109296,44579.751104792165,50710.30616662091
scenario_1721,37985.745954356426,44149.538234521315,40845.78472088821,39986.56325819461,38761.32257288758,40976.28609338733,45432.66563330981,47784.469975452936,55965.728032661136,41452.91657466829,56008.46844912992,60750.02334348219,59918.49640902519,63564.41027284875,55676.902406187866,71228.22200685253,62170.88279993674,54156.34682770625,62254.39150436274,51056.92056250582,53967.836612833344,60423.22928754039,46851.88827129817,50673.99471703696
scenario_0533,42144.8338016748,39501.99869291413,33697.860284695875,43780.02299773585,34466.501241006976,37602.41616451061,45574.987050941265,54332.38574074558,53785.36322817151,47095.52169317731,46235.32255744379,45557.085363859514,64462.92807026441,57045.69744022188,60408.13235315554,61427.97107051972,72493.74825370629,59311.09946556851,61470.80043323271,61477.8895955035,55987.85545967605,53046.787831496214,52656.527570681705,44499.5392652245
scenario_4347,44498.21932969716,36489.472576729066,39160.296937375264,45226.75016815905,36348.97274140592,39856.12018041812,49186.66860379215,39295.241483062935,49270.44644103968,50717.65953425581,51525.314077536124,64757.53660443553,55608.67696079632,58548.355918083515,52081.6814408335,53497.43147206998,58053.194892841486,59534.54135915322,63022.67752005495,49694.99240345843,53978.63921302427,56483.27700361031,46423.97540937485,43488.32244187412
scenario_4326,34471.07118271721,48928.20732486547,41960.1790263101,41222.61805403825,36774.01805440862,38265.97961725171,45045.38937922402,44823.50606218747,45267.54617503833,60476.40233732284,60938.88054435757,64337.37016323344,59011.867642482335,60549.34400650732,54478.74677905236,71936.42361389317,65741.92286390244,62196.68980174544,63880.42186662198,61288.402992325435,50252.100160220194,55984.41778891066,42952.13960184777,42910.72075849074
scenario_6445,33332.2963300427,36945.64687700362,37012.65147067024,37110.01492392183,34736.97283065662,43486.22183791792,48751.93520404214,41150.43124719026,53232.41628030026,50658.578344531736,56605.41692012466,64375.386164549775,64323.23321088558,67461.62883637115,44641.040192457025,66210.85255093814,59169.03159328049,60670.37190182196,52371.67250096893,52175.99677049936,50900.69693733974,50657.47584281051,49243.81406517067,43675.49066364033
scenario_3797,44657.37122071139,28202.95305424744,37698.102142083575,40918.28421710643,43406.91424275341,45056.057607235205,43742.86730948372,52939.50261404933,48114.035889220235,61074.94880349681,62291.08473643409,63279.556218835896,58381.63212613522,63694.52308076385,62430.37472276932,47552.415285417985,59558.745669048134,50291.41853490299,57617.87788295372,57953.31020543348,56328.183415604086,50217.996387474836,53540.11006998944,43988.39427790562
scenario_5151,36666.02753594755,28319.54686272263,39877.90784639562,37183.504705486,38128.92070351926,42471.6224488052,43473.98572574099,47375.22711912869,50078.34541947591,53563.220982365485,58487.528642697274,58832.382802676555,64922.47481760247,55816.12620718554,69367.35349164276,62925.8541369824,61612.58417683113,66515.72063789243,57357.311889040546,59639.88418960486,43438.28025150697,52470.83032892111,41258.13378876014,40234.38352543875
scenario_3375,44328.04691891866,38253.77584045204,43052.261921189696,42020.32393706076,43851.77884276655,39522.84000995511,46560.821780276696,50062.54836421821,50447.68739189958,45806.08132948159,45467.6578229307,60221.634118720554,62617.04479070314,60257.7498834513,55304.41111836018,65241.079041717094,64543.14433313823,63233.58310377641,57554.49029555236,56570.58685462921,60988.36637106238,59333.185591609785,55911.86227976148,49537.551042552
scenario_2020,42686.83430981816,44096.82917924849,44774.11928755364,38847.15269160112,40034.60320669017,34237.42755842861,38117.80273857146,42620.85575201968,48477.74716745962,59185.76957047084,56218.78905413047,50402.33834425751,62850.225688089144,63057.23842772195,66556.21088056275,57040.21945464049,60856.31304109102,61991.90209269519,58539.82923573906,61057.72628910177,60271.575842884384,53677.90365531012,45194.67942089771,43660.32409839382
scenario_1462,44135.25851828671,41364.25518277147,43979.131616459636,34832.654984052795,42639.67826221571,40800.663654256976,41368.700511344185,38568.17270927986,49203.78041793371,55496.843808534104,59801.053283344656,62237.767345310865,59642.675123710775,57373.191001081956,68665.85991495116,63543.02374152625,63587.60543707543,62285.93387740974,58144.342265607746,60449.32998563887,62121.33762505031,50070.25882847291,49743.1808695784,47457.86411299567
scenario_0910,44207.80492445015,46729.15220122015,40887.848765661176,43387.62385373481,39829.90049280246,43063.84494781371,38853.09164012734,45908.93919449123,47201.50193190792,51234.477981943055,54241.53936908064,65554.63934973624,51604.72501561244,59851.00726178752,69650.93228614348,59764.389798514705,57714.18879116887,65121.002066906025,69587.49533865586,61806.40367404213,50781.63264075519,52977.39923789668,52590.664561725025,49170.364334498954
scenario_0249,41662.97397829091,39567.62437801112,36991.30781863038,41537.76495680025,47682.97525668981,38722.06179361378,46712.93948360562,39718.780687443905,46501.64059346871,50602.75587925568,56661.778258257706,58854.68216173963,61509.12873327508,54744.53762723562,52064.1887663674,64870.88944870848,71819.76067000462,48096.42793184568,56473.75894770572,62079.00899846162,59482.927446835,56207.33809383048,50784.03711304627,41320.11053994898
scenario_6711,47771.51777220408,41934.8928025883,42704.82696190386,48096.94132823087,41494.04790704206,44994.396880371794,49817.27598238313,39618.82726389196,46507.32397617016,49075.31218825904,55869.25470955483,63371.32508992281,65665.24873293506,56467.15571456471,51272.58696573676,63180.60906900582,57286.1754648573,47562.69437294454,63801.05264930171,47574.50204461998,47415.15325417359,52385.09867920511,40609.81700256013,45145.26820722995
scenario_5065,35643.92267912284,39853.34063144541,47321.09411570714,48231.67540048256,41038.69163896825,48010.41118256899,43355.380027639214,41533.485215500325,55643.759425488286,57128.410258681615,51146.68893364076,60859.603491764086,57054.322374963165,51157.217777060985,68105.94864093591,63534.36414480046,54142.87392015596,63613.01416260034,65936.74731084333,61470.374510035224,54815.63851007978,43988.951893780635,50388.26147125187,42609.65740821096
scenario_7468,42745.459217703545,44545.37291672304,41168.31475891895,47745.696087318895,43379.035661767,45189.374054966225,33472.18842933455,50672.42790730489,49966.95589947663,49594.87417549796,60575.686890197234,58416.531388612304,66646.8274229291,57574.206736107066,69517.4708499946,60262.161619775055,62323.34014353998,72183.38174994211,58742.83128629802,48567.0415993654,57090.07048785575,55700.85320508331,54650.098671837666,49663.82506698031
scenario_0605,36523.684698652745,42061.63089076266,39197.350252847595,37411.15690597928,45053.230792395974,38202.73362973517,43018.0799614404,35677.37654550379,52260.2439869576,56867.928273491554,58907.4208619776,65620.57066944393,46375.553191815685,59983.47662009804,53563.21357042547,60110.57464835658,59634.649434118866,58872.7752438832,63940.98739880859,57425.91902636363,52403.122323438474,54624.50271433564,45163.571091968435,38026.323278279386
scenario_6939,40199.699558429435,36871.7643494637,36878.463555361435,34798.53421669288,34878.80818185791,44757.63390913626,48836.10444753995,50931.30759478301,50729.049061177655,47316.957503176745,65725.16154249333,54826.25171054916,51723.888886473214,61702.61252866814,61580.154165631066,47042.16371771687,57608.590312409455,67119.47676224838,55897.32770067263,58278.08900030428,63398.04601851151,53107.108456450194,47691.70316948581,49549.53992965851
scenario_2682,39304.20889028466,38911.961531650624,46124.1631138765,41117.373842189634,39413.011837862614,44011.73986954597,46275.868327215256,42424.33453617132,50033.66160631659,53958.97905471695,50157.72977290238,57798.380675419656,48620.35662883831,63649.73695643717,57935.603390528944,61548.40658192637,57536.38889319123,69692.69192781193,58896.45063302218,64885.1926263452,59530.477548997274,48437.77283001033,54075.2728001217,41875.27893870819
scenario_5713,40622.832238787494,38786.2286883476,41329.755326341125,44861.20003467569,40677.76500068836,44172.89613142864,44926.21112952073,50766.85159592271,55326.241414390475,48868.73433772103,49351.44691664768,63928.33636139883,67475.87033710835,59353.09899314354,59743.119423327065,61145.64152712851,58137.14639834701,65303.95318728307,57423.266803689454,50032.61895510036,41685.67739492494,56590.611056087735,55283.10590215379,51441.1314381415
scenario_2335,40980.87807955814,44448.70917566226,43315.10289968757,43700.77971708887,39660.168477937885,45194.75949622667,43609.44761922164,43124.15450425936,46304.939964727186,48619.3912635544,46391.97972428303,43657.62172485961,55036.994437305024,60015.477301660874,58540.838046548495,62823.59640479327,62237.02286899548,53573.05650050695,58903.850356027346,63862.41089498043,49996.36268414749,55102.198088885976,39980.475533197794,44181.63867191249
scenario_0189,49789.546843974014,43591.356593402124,43626.49344323645,35221.95645741859,46610.29591505702,46296.15282304827,46121.8597741437,35329.357226156615,53782.20820815028,54517.70640224706,49091.43421941456,62160.03170782516,61321.17554810166,56276.95157220591,64241.843519252456,68710.47112068247,59769.93517229617,56205.78262261272,53430.13321463799,50661.662316647424,62785.497326685174,50394.97145083284,46075.01763149058,48235.04669318486
scenario_2132,37166.53086523381,45152.573546946405,28914.81722744768,43472.83121016821,37197.37216302734,42887.75918840603,46991.985350595336,54371.49204768119,52684.42892883825,54809.02209087706,55856.46326366911,61772.75769499488,64743.20042008999,64575.244104743935,63443.60106029201,61398.63454028082,51260.12020733601,71160.65298660709,57919.99663526266,51908.32298339603,50173.35005372853,48825.562753893726,48359.6710627476,42811.41335744954
scenario_6967,39609.02033824522,34449.640216751286,42413.2408428044,39094.19118807951,46508.75475303124,40102.741169927715,39448.657766725955,50901.98380412995,55541.559514573106,61719.92965306084,53582.70071236792,55609.12373186451,61068.18668272192,60996.86200780877,68597.47581573615,60216.39237271355,63157.59710135081,68959.64406926747,55060.744511620294,49541.571649568126,60588.66305364304,52908.47582404185,50200.134808317416,45991.18611383728
scenario_2619,39209.2756834904,32910.76722876801,35126.77472976249,40476.44197529487,44496.89449255376,43868.804948501245,43999.63665633603,43880.87688599426,41899.08246460483,49156.38005549438,57406.50551287615,51277.977271429336,63268.725129557795,65087.680051953925,44228.53616932112,71315.57072516771,60780.50778517741,59993.91884018378,53939.23417685048,67479.5120474076,55391.46661727628,45427.06042556802,47354.24337415483,44930.28747562254
scenario_2533,40620.03611147831,30654.676604388755,40384.07038393122,37823.9040453879,35895.34216955463,43319.46307213641,48541.98555449975,46780.02153540662,52724.33825284914,52509.14690137096,47348.2410201153,56743.33723095298,45923.838734016485,59968.663170082626,62057.42710567004,69047.53908530527,73375.7453748818,68385.82602848107,58765.91322174446,60518.223736251086,48736.38888859207,51100.88362429534,44524.943399865224,42279.76895676146
scenario_0010,42631.49643967034,38570.79136267437,33896.85556294058,36477.227713414555,39671.21308452157,36279.08223913408,42629.56802919427,41941.06575592115,44593.63214359016,54641.17802963838,48117.153568683345,62890.69616356476,62557.00837561741,60045.32451314842,69408.29807719568,70343.84039603097,59047.83150457629,61206.12958852311,54742.64190979408,60667.07364477865,63788.62906585207,49411.34619364485,45200.69970168118,38089.62997713756
scenario_3770,41519.41806522079,43360.577020336976,47060.07322821984,44197.74823893362,42697.41168257224,42421.87333058648,53349.15726590212,51700.24544807471,43813.01904967786,53092.996061511134,50983.14597813952,52895.8716998347,62658.34579811516,57277.112074213306,58587.78532202855,76618.80299528748,63403.48094901081,70578.89240155616,50367.77370990207,60190.66617324544,45669.38200260463,44654.07579221214,42279.1666023459,36294.13828809755
scenario_7062,43810.18070026913,38642.83984233772,43304.25689315476,42885.988972927815,37721.68389262572,44212.36061960934,39608.90135049327,47866.96927746615,46195.97683001885,57371.701908708776,44108.88538062306,53318.42994839395,66412.89804392148,68762.49282514855,54212.08977618483,69242.49663323883,66846.4912592436,49052.86444874575,66420.68985676697,52140.07248790111,57490.87596673755,57083.898513623346,44784.108441550175,36626.572343370586
scenario_3979,41073.433907117695,29296.76352779269,43154.804899387265,36397.939718248075,42715.48887051464,44085.164609970794,47379.3653760734,44888.85186545351,53863.140089748544,56672.66388120117,49209.17509169233,54844.06614632867,60871.624828949294,67181.46936933124,64193.20516224848,70093.03564119585,69944.54681342903,60380.24869297902,60392.95813035591,57290.78996117974,55121.67549558395,48974.99160301699,49376.08003649842,40847.50459665444
scenario_0952,43600.38063810387,37059.52030406795,47768.77482082678,34981.80367612674,40675.431533458934,37393.22532913268,45633.01972966642,42660.56296254201,46104.28289740037,53323.53657752016,58335.79617307965,47969.585454067346,60699.03959164816,55121.27208280169,67413.78881031704,63722.79098580702,61317.05431253603,71695.14286311764,63882.937973415574,59609.96942292616,51764.337071745766,51116.5305325585,49185.404403836044,47136.07638192912
scenario_1882,40211.09873285287,41744.05709698895,43788.69562954712,39988.98345987937,38611.88899732519,42259.163638093094,40028.6806560211,43805.346100104056,40792.05221116546,50490.34734890176,59623.939156761335,59257.364384277826,57532.42393796423,59046.84325381038,55216.563522030505,55429.99762602166,72223.92317648133,68951.09679763224,53727.167624320035,52105.82980364809,61547.33779491414,43270.04055767336,47070.878631618696,37443.03347240365
scenario_6206,43122.50975884302,40686.16963455177,42475.66603517936,39442.43378507988,37428.02463085934,42816.75537683358,45173.639365988674,46595.26242334496,50537.68828545287,47967.6992695742,49469.9726851411,53570.39902705623,50700.142914471966,46615.12393418045,62859.19177848824,69576.40377190943,57656.665301431975,66074.80822818629,67319.03539445868,58161.070327887974,48192.9091729147,51573.27414065509,49601.4566284496,48351.90429533491
scenario_5950,43565.517058150435,39142.12055023296,42125.89550671422,46714.44168152779,41599.49642151963,39139.34746279202,48184.44797064702,39534.5781792866,52513.53400443067,46767.58191269453,49636.98124599793,46394.94176106083,68092.09540099351,59027.11212672947,64106.513858219136,62436.48964744791,58991.46850640329,63662.5667575604,49152.403159590685,61530.08241852173,63315.24144905433,48497.407262755434,50085.20540340436,38629.32132215414
scenario_6652,36008.070443809745,43524.04217302253,38378.22441167232,41021.608085194326,34168.830026800024,45617.796256654285,39156.00469010287,47385.13375411781,48598.25724604811,52494.714372146256,49202.11230803071,59733.09111037713,59361.64988917325,61801.59560888834,73426.83556919957,58900.05717934629,56058.898234997774,61895.19507296181,54089.71681472621,61273.698192321346,56257.51457023511,43758.905464632946,55754.982448119765,49315.85963557737
scenario_5268,35162.85591178536,31778.154537345406,38750.47979155888,36134.191283296735,34101.64957916878,50704.1743125149,47499.52355312196,48707.85988072703,50235.576729488195,48617.385658678715,61684.86171956439,68440.41367888026,57043.08657360117,67217.7143001555,67409.69283334438,69387.99618375706,67248.67899340068,60111.12947186262,51920.68343126611,47702.703825255434,55584.574564390605,50474.25027107602,46507.99196976249,51886.81280442474
scenario_2975,25645.102620172373,32223.075539931153,37807.31568814856,47516.12300185301,47335.54871627648,50355.763018567566,45476.15845353459,44212.801351441376,47086.08336154737,52600.59589962799,49696.13114299214,54505.047683201505,52560.622379309105,49734.83580201231,55960.9255009685,66141.04159202425,67480.88558742874,68888.15921980195,65303.42215897275,52390.814679736475,60274.201068013215,48201.87884682298,46508.48215889581,40593.9132565172
scenario_5858,44846.96556985936,33382.12716120989,43036.98027071649,40885.026184443646,36911.785292445835,37875.55716214423,46725.4398035206,49665.61479307317,42078.59790247349,50858.71535587234,49404.23695772739,54521.78016839286,64889.92635651745,58666.950401119735,67424.5925403796,57799.89686134146,63374.94129316384,50726.68105197318,62858.88339324803,54909.094523209424,62551.5856359701,57631.14238611372,44298.70205376047,32181.4812152468
scenario_4751,42659.30571806531,35551.28070309762,42776.05635682156,36055.07376820659,44609.71325804899,38295.66467932278,45709.10270921825,43952.512136605386,55103.672309869304,57679.29580942433,51039.79799230862,58393.251568862746,64273.911816921674,58507.72497260067,63248.64526388462,67448.98495234507,53399.19820647054,59660.826579979606,58536.36023841746,46217.34230409303,53655.782577767546,52483.22767990531,52421.22893745867,48929.22670268858
scenario_4909,43086.18834150248,40678.04739170385,41193.70580873588,37528.95231596615,37494.45587843774,47579.710448539015,45338.746379508026,50835.22123003065,52760.252373832765,51244.50637716762,59637.62628950245,60880.91301963375,51384.05049237218,66966.72709290883,58708.24223574817,70270.48183993528,59870.69758379109,50803.88456020006,60537.95233412382,57030.32481514335,56229.10894634034,48982.47222587764,54135.60833363934,49863.21078779104
scenario_5959,42723.237338790255,33088.23493467737,45844.31727235572,39456.073565916886,46833.82614652824,46612.37384723432,40285.04033796344,45841.50733891462,48363.94859372107,49510.26306739493,46114.84456763231,55722.98641209524,59136.32916490416,58356.280641206686,68488.77037502697,61072.40139273637,52065.39167518437,49761.22805387051,59532.62292552644,62282.46400133022,63155.4530811381,58133.37655091947,50431.58930490402,46835.934875351
scenario_1220,42388.26996863532,37371.69828609012,41229.61851865363,42756.72563981514,30973.911348977657,41129.58133293055,42437.33517931698,46098.5031252411,38818.68319353186,54266.96030093067,59293.90374194753,68597.51412003243,59122.079291091184,54848.249330135746,63066.78105969202,66292.87241120613,54064.01832051162,66157.99468328341,62601.207121347965,63879.63501160766,47799.78127756706,53745.15902212036,44681.50020626487,48937.93178066012
scenario_2872,39872.16658339648,40144.58433857791,39657.78236081808,43494.15614723503,42776.09929820416,38760.66884256494,51043.25595263968,49761.836780087935,52271.346175420425,50344.144089723544,60919.56318721087,64847.72172299557,56015.147692038336,65363.52589899721,69395.16549626659,74205.69980743557,62092.510658622465,51285.75837423348,50511.32067181211,64342.78487691261,45979.912443133944,58323.41608677645,42620.643730587864,48348.42427901409
scenario_2602,47595.13690852997,36193.78665675777,34329.63999012183,41824.169826412755,34565.08509858411,47515.2973200716,51324.969781867214,43465.29062793398,51805.551018160135,48595.94145006747,56199.165147825726,66253.35548584198,50688.140974762384,66671.26412105249,62543.34532634456,70637.85964049835,66864.53289154645,57666.99012940035,52622.577802153755,59179.70374378181,45375.38247850142,53696.00660591238,49915.00692995508,43126.83534700846
scenario_2197,46085.618797770214,32839.96268107223,37515.55668147823,39095.5363718696,38220.5284414193,34020.929757702965,47361.490165419214,37603.43778126545,46870.11518582403,55598.39706075068,50518.5578111685,56802.539838207085,58561.07614168496,57897.55854840675,55930.992262804815,72333.47715491202,61534.433003009515,65174.01295441065,62422.13258734884,61784.297745272845,51605.90168269023,48782.69452964182,49905.195904075445,47644.16597119116
scenario_3031,46406.02862670692,39254.901751855345,40357.6249659902,42708.02737038552,42692.47217304482,45034.1559529339,37845.337002996785,36571.05292182906,51759.684083416,55677.05735581739,55072.98742491786,59964.1175099287,49905.17290301301,56654.29266706334,65796.82367203182,50262.35680914305,48308.00254012469,75004.14830814218,61564.397233633186,59602.34710261657,46018.94955824086,52742.14097727409,31311.04468426209,47317.0696551368
