,hour_00,hour_01,hour_02,hour_03,hour_04,hour_05,hour_06,hour_07,hour_08,hour_09,hour_10,hour_11,hour_12,hour_13,hour_14,hour_15,hour_16,hour_17,hour_18,hour_19,hour_20,hour_21,hour_22,hour_23
scenario_0246,45155.12560454407,42848.4558630009,29943.583946916795,27404.605842612942,34259.97763941871,42304.35827286829,41428.61822590031,40923.01091883295,45132.287459879415,45613.1002581555,46943.11241189117,44285.27188434783,55538.08739212777,48730.516636238775,48572.81778927958,58530.540111715774,64735.03674288979,61607.8032263403,58942.42006070279,58104.473306199965,58478.78922221806,52168.85692058916,32766.97401554224,23543.272858549986
scenario_3156,32058.87029088086,45783.94631264967,44359.94497185023,33308.07730574563,35629.64390030237,47451.81400736843,40299.47363941549,45846.67890814287,46378.09021493205,55090.13740365772,57261.09982830023,57953.863225743466,61942.9488488893,54365.60808676468,46822.604978121606,55275.75595841678,58525.055280416374,55749.989004030635,58574.135147209345,46949.537380719135,52012.75673552179,49824.13085877963,44854.52315481156,44600.604561680455
scenario_1053,4958.8653148742815,1000.0,2274.1860792675943,1000.0,1000.0,1000.0,6128.740839304104,5266.61226303994,14995.65023652701,21364.118997321995,18676.734372759696,36861.81091990504,40891.10455057701,40415.785534807175,44687.89856159147,38332.346843031024,43185.437484660404,26985.58762688243,33671.555425824656,40263.983121401514,31406.67107730404,21931.33738795951,19663.87458298367,4931.212763331576
scenario_6461,26175.177641963593,31420.904299429458,34965.32858347194,27348.0743158623,30845.887154999305,38261.50822988089,34615.24688689471,35184.684478107156,33555.41249459269,31976.643818661392,25610.395941773964,31856.241431751314,16999.55441138602,22726.749151762797,10490.202149987097,29550.53509493165,5966.156567982215,31984.6870535979,26267.558715788797,16911.777135634868,27259.88419677717,20071.4394766796,11870.0039711807,6200.661097462194
scenario_5466,18050.042732569596,8923.77564911035,4499.316129190869,3945.667818865353,14060.577481633503,13741.197735741056,24607.247140746786,24523.797349061933,28975.659402810048,41665.34825429559,49598.701018503525,36402.26583281727,47203.9820908759,35588.45660565857,19408.505501473788,48461.95037810225,37591.26052035103,49006.08583955184,40768.19529941782,49773.55628546231,52070.56605023096,35006.42285193045,21997.701902566434,30612.633826121568
scenario_4637,12707.144564286842,1000.0,7888.686634636986,15882.964129568034,12532.405246239101,9274.253830619242,17692.704795740054,26252.866243620763,33088.28930836913,38244.51864861884,28458.879197133523,45365.80578169109,41488.974619148314,56466.18685235015,30652.967979633817,46968.610168588275,50605.91762832483,48517.22593738025,35338.23919803645,35761.10018276173,41977.012363169124,33266.34598458458,19535.929670033656,15641.93616921993
scenario_1448,22642.95875742344,22414.713659198405,18567.925177728106,21805.0569199871,24519.204240132065,45499.62376479164,31635.613288195356,47349.68043090571,50899.95870643064,51647.87989848356,51578.42626324642,59867.227857118356,57639.244945932354,58255.86403165196,68998.88557525177,57858.574000061984,67992.0272035244,63218.112322942034,62543.773212628395,58678.831903273465,55321.18903802862,57107.051511547696,51541.151926841136,44253.762950410426
scenario_1338,17920.717518383513,9633.931822887229,1000.0,16904.925853367076,12392.073701655834,19554.956601706177,24784.39068742285,30406.961235518254,46352.58087092079,41833.89613334538,49151.49403250113,53864.38027456205,53089.681840340505,55566.636993327076,48723.3929803461,55717.2883646622,50696.4666022796,54512.45280246246,39900.50263035186,48229.29442158835,37973.142335691184,29621.62625080587,25449.051567947045,18533.894858780703
scenario_6140,27017.555699343084,35275.56269562762,25518.56308634978,11258.926047439138,27796.565391549477,23249.69137193409,23853.929699988483,26821.054499130056,32118.826769234205,25598.757907210602,33893.78008385851,47760.596374797096,40095.42845631407,39100.69152494466,44872.4234340808,44649.7565804238,48365.123792285216,37632.26115791602,34544.018250987574,33401.64002426937,34149.53158543125,26767.776998659807,23885.198679831716,23816.87308020283
scenario_0050,1000.0,1000.0,1000.0,1000.0,1000.0,3750.0908539956654,1000.0,21262.684390432958,28510.128172072855,31225.30210000874,32697.78211884538,39706.54742949142,41633.44724136877,40687.53180686766,41373.29592551611,47639.447523354414,43984.24403290012,46135.82792291172,36349.79804017422,27286.089614750887,27544.630347169274,11412.462480678092,15338.254860232191,15792.19879509596
scenario_3240,18165.831789762833,20439.70822407116,16671.57925581427,31591.74717378286,23313.252250675396,19303.06173248778,20632.296280495182,38757.80883399623,36548.85243160327,49810.87510307241,54981.17078003547,49965.735158211464,54039.04887287876,57649.734664775184,60708.79900802582,54668.520546611166,64127.45962797849,56098.50812570689,61393.74806508985,45969.05641091488,47170.3046356167,36661.922368202766,31577.43967885742,29071.024171864272
scenario_4562,8297.884272321091,11211.016717635175,1000.0,10275.285609645456,5211.436166303512,4458.018402506521,12337.853974922293,7288.726022227476,18171.404195867857,13706.352978251425,25031.07573295743,34528.850905666644,35584.67334918608,1000.0,21099.33361681729,19880.767679799188,18098.37541803863,24555.600084690326,11372.583523474463,24220.217768705083,15863.0100453726,22451.71779509684,12052.259331559228,1000.0
scenario_5202,49852.416414493586,46848.65254788947,36507.5364665777,46295.23152839492,39153.98179804591,45537.091637246325,47696.854483986004,47516.67106657768,51742.07132151787,52646.83796969104,60999.48778637638,63162.82026626459,60112.42303355635,70467.90488928612,67787.0672244513,70094.69200514183,67244.60054533425,67368.94693705624,73070.4743471401,61652.582083959,57821.847057316336,56491.11613165108,51985.136741363436,48277.14495914914
scenario_6138,13968.344827214452,9327.85490773301,21201.606877124177,16469.720811243733,7726.972385387438,22305.772097871923,20941.771159030857,21998.210415181115,33719.34418688904,49165.14891607758,45713.808772370234,55857.533555568065,51835.88405167076,51786.787134282094,57099.89162365628,58745.28795562127,57482.39095976732,50027.76832050755,57896.02017334663,46331.14202597969,37813.68967736636,43463.439133713444,21556.208113695437,21777.457723454845
scenario_6868,25506.37131228568,13951.242172987411,31572.128945861106,10717.270941927316,20626.795615854393,20544.071702123263,21704.82750021061,32240.39625862007,17491.58415320823,44390.05305277993,32637.33884629869,42757.118067608695,45264.58501224675,44503.102132962355,52673.978026815355,49980.739427391476,40254.785412976584,55171.697251039135,45293.104519259075,37777.81187894475,32180.873990620326,27705.804304980506,28686.429362311366,30751.79456743635
scenario_7487,1904.1411647227214,1104.050905308628,5085.6085644246195,6053.648901252305,4350.36946086416,7980.163228215069,14721.396532496212,2070.7050290626703,1563.7008489764185,15937.069019107359,4896.056462741922,12760.340251286258,1000.0,9645.922237308801,23502.752007752984,22432.822058031717,2468.6596464241156,10554.297302766181,15234.479819788517,19069.962120586464,29096.446766032066,23508.3777278393,13714.23136106905,15742.236662355099
scenario_5937,1000.0,1305.5987920913904,7700.882343189245,5258.675763521598,6035.643676820931,1830.659200687799,17787.409832346173,25712.06789401315,34614.812487434094,49519.55102260438,35848.49484441189,43872.92651882324,38815.838523486826,35840.56193635803,41033.17532121536,36694.40155541305,41414.69000309349,47219.96589476212,38586.045093616856,41813.32000016914,20656.194404370115,20867.112605802264,20306.09159145323,1000.0
scenario_4984,8822.297815651931,8815.160746358728,14745.16567496604,13386.64900492374,17299.81217994335,17637.929247360775,15820.197846183562,23058.398380337872,13354.783009840108,40762.79009601459,36022.92102805163,43624.859198246406,33635.739343068046,50292.616827524296,33733.45256618476,48729.43064982355,50112.140748472186,52290.74547854044,41385.535833097994,30046.063079993277,33872.83560272168,18155.359309534942,15295.512497567688,17582.58724526148
scenario_6577,15712.434827178899,12784.32339077242,1000.0,1000.0,14791.971875918527,17708.372865745572,9514.980832437868,22669.841847763688,30308.822324541186,33252.69767175508,35381.943805004965,55502.51374550202,51368.55307077387,51865.62520176287,62054.27174894756,56020.60403943801,57965.01950010136,52810.39844630619,42522.30711079615,30953.34329700855,22158.112462145044,15888.774360108036,21934.761436222805,19829.59568669102
scenario_7180,18562.202096735906,16068.144359325117,11105.492975508678,17622.781528919084,16425.10046950636,14305.437489125978,12391.333814602947,29751.805484641372,32204.473563232452,38536.30342795296,31818.099034445582,42261.48646301726,50118.38647142636,51715.92989146507,52493.684296830645,53946.41802810581,47170.45308845209,38455.91149738697,32766.53345679423,24908.528108205523,19950.06755674771,12834.05387615,22010.56632584698,27047.437249183455
scenario_6620,17242.394920121766,21410.93820924957,21133.683540763468,22888.861834838623,25630.58662844332,15653.85373654007,16381.83057570459,28278.2899132808,21584.5830643526,41716.9115737743,26365.01589126743,30045.99310688494,45859.64890542654,50210.32526896639,44412.4463611949,44000.27019542852,46814.83625071636,45375.435724318835,47249.4401593995,49647.83024103679,34617.80152519405,23203.623327303438,25629.66995980779,11888.453480905271
scenario_2059,22712.061234994,16377.545871473361,16379.76176553512,1000.0,10565.977714679611,10306.312139055815,17495.805658335194,22550.6425237475,23013.469737655934,39574.718118091296,37583.92397928774,41458.67507424011,56323.960461267314,62074.7692755955,65924.68912877029,51381.36895920316,42488.67403716785,67829.63334115311,54413.1998982127,50909.59490409481,52221.78503279481,42535.99442010334,36756.618039909285,33428.21761840403
scenario_2276,16645.07990258354,19906.687979246886,14686.63179375466,17455.278992846397,21714.362226890604,16281.574158827345,27906.86283993483,25511.233884045407,16302.181879728443,15419.04723212439,20376.410525783176,27365.358534632564,31023.633194945793,28343.873626917957,26981.507808580245,32798.919284112824,30369.33880497696,27055.745830381722,35734.087237312066,33807.370286204285,37634.2230266525,32191.33353325717,27493.4644432384,22982.526741105954
scenario_3850,27749.34510654059,24411.996898495956,36936.75459788512,25531.39942599704,44374.9381482046,41051.82213902229,39049.82824780339,43188.92056803398,46616.981512895014,51580.71896493039,49379.99182274508,46748.55495852498,53170.87187454924,56862.559910886375,60599.69372923906,57175.065414837474,57459.46763487746,53524.75792081513,46540.98145474166,53170.070049713264,52016.11118605784,43864.30221056865,43600.940596309054,40008.58653020795
scenario_0912,1000.0,1000.0,1000.0,12193.567764369345,1000.0,1370.2298445976915,12702.282336596269,3369.2380307669196,2770.844565388713,17238.381402590836,18206.38997514059,17792.04046412337,18345.893144884212,22822.621122716322,13055.985833346153,19105.32411157657,1000.0,18194.179850624954,6158.265616258546,25441.602743728723,6653.830529039245,14601.80596926035,12907.70374589903,1000.0
scenario_3935,20567.96358816974,13852.04545167281,14367.036877074188,7008.659232097263,11337.54671965236,23386.17011613797,15476.529287095262,38175.218065854,40957.70894584047,49208.87518187545,51324.79218339738,39640.09019775603,46523.44654640288,50780.44060670149,53618.744266080634,49356.74375103818,57963.670386413476,56630.64309461415,47375.813105431356,56402.51710347702,49704.41679274669,39986.94423594957,45018.80353635797,33414.549987215505
scenario_5318,1161.1448302000863,1000.0,1000.0,1000.0,1000.0,5218.328217839337,1000.0,10317.463537521495,1000.0,4018.8810918424806,13342.421417194619,26851.277508986743,17035.20113429962,22938.331554075776,2893.676578129165,34464.29863460804,33113.67333433069,32896.21189414378,23995.501426554903,6100.649260132792,5925.68519502721,1000.0,1000.0,11344.259552532727
scenario_7434,16054.781472104209,17408.05136902562,13663.302598762166,17495.60154813204,17740.94996797429,30209.019949753358,23005.04504349273,32020.43111171881,46990.6749215393,47072.11080118272,52398.31848833816,56403.23411501173,66081.18082863529,58457.21693929579,65882.05615113853,65187.385932858146,64890.16502210323,65669.2582425908,60943.94194392121,44973.04983255964,58016.13167593967,41807.788496149944,42093.927270300905,27843.525763066267
scenario_7020,12178.131950023315,11062.479593151002,11364.586003468394,25191.221980491406,27804.872759141355,30132.257979975857,22295.265357290587,28084.26010602367,43983.11916804796,44708.39360432628,47075.853698267056,43328.400952552955,54426.43722332632,39855.088684310016,46625.710414665664,62196.76361352373,45113.3176682081,45449.12798162354,41801.53037283423,41511.55012812055,43124.02424857867,39704.90442068713,30378.445135741513,18394.81966830525
scenario_4107,36451.6693409041,29345.526370476826,24105.97537636731,16447.917610056607,22019.982022362517,22513.491317524786,26227.49522020407,30618.819710778058,42997.73713606829,43596.35627755001,51927.24603285959,52254.58529950557,58237.09278381377,56339.89249675978,57645.72138207948,59297.64979465199,62903.285261530174,61922.728709814815,63128.73013472675,58525.62104640021,51768.39252446871,42046.594574186194,28255.73019716644,19267.490588364875
scenario_2236,14926.93567176133,20356.197206321704,11910.683228215115,23131.757666027534,32697.938028878252,33801.46019285561,32308.614019014418,14245.243540009458,31814.447592404562,23228.713166289934,28016.25391969744,37072.23645921776,31445.479268896313,38314.864888943746,29923.885514112386,42634.963178494974,46747.135782079036,30045.47300493012,37010.39714063618,34145.357731505916,32163.048180281497,23615.87021763367,22843.29087185037,16418.38755749129
scenario_6283,15656.574079031874,10456.719587543019,21698.832927402953,21458.086534070488,38689.70170656525,23411.939333204675,41803.38739238588,41195.06376362093,50950.17791732257,46236.54536689077,52309.48922880634,54237.14339885701,55078.26601752089,57400.756775970265,59081.24257301421,57679.57183114377,59852.910807484004,57537.17975092813,60597.814915513336,37913.44484496095,46524.02462048924,31481.457638985943,27061.571499065565,36759.938119989216
scenario_4803,27229.353859745857,24595.30809719943,4509.410247517466,1000.0,17924.358835556926,17390.021213079774,17565.844988399705,29843.205207026534,38705.74844290252,36140.510030833815,48270.38726829307,63940.1911016175,48220.25274121625,41122.74144126019,51983.30450182182,58782.91390832458,46488.29356651098,53866.65151759444,45101.858101345046,41761.782351464164,40056.466694946765,35644.5219566366,30585.186347495986,29780.073514526637
scenario_3485,1000.0,7766.073220990584,9375.270881360004,1000.0,7834.095621796121,14839.399550012262,10249.619690203794,24418.92286349571,24042.76603780896,22115.958008662536,26196.238578098862,38879.10987784336,49802.94041437075,46863.028179064815,44202.673252537206,42613.9429609896,39822.205071067896,23849.790706890355,33363.22728931943,38224.838260360884,30179.20386587495,23373.79543946326,11912.168786304326,12064.993622149159
scenario_0650,14260.909128095693,18803.567389595097,18312.174134336077,28216.676055066695,19247.22083531907,38466.93307204028,28317.477189690875,20163.841314830854,36598.185368029226,36884.89232052493,34238.60323646488,33878.326223428405,48770.29575821131,36997.48724000396,44448.295947508646,47616.657372398346,49546.91906405118,52186.542132801136,51549.219397633264,41269.21641815069,42214.9064786022,32690.004830640963,22007.179726553262,10146.058831933558
scenario_2074,5246.44151974281,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,16733.123426924467,15059.368705359824,29384.60677198357,21998.03856652884,45526.61629576673,30034.369774752027,49601.97743600652,48511.37430718682,44990.02629544252,56335.220501725766,45725.96086924879,48519.3755406734,20527.73978239043,26118.082738040473,3640.1689863043794,4189.0529879152455,6273.557931092102
scenario_5284,13494.996001624699,6330.153854623095,13460.550438749618,19342.351901765705,18039.274373971683,24977.001375869397,33149.982949273435,32802.00980853573,40838.854346349486,40112.00355591862,26871.637067855852,26145.832683398705,36921.64955753034,33609.20499931059,41791.500115057264,35719.251786925226,46941.52441231176,42682.843981858096,44158.892879743114,38331.41054920248,37095.491243467404,24833.32710696906,37157.86265262686,22538.93336133033
scenario_1691,15082.271268764616,13225.081392744123,10366.078857711687,16287.021638397055,19969.37170469012,17441.3127510678,22877.12020483701,34449.76412189512,29865.372116279716,33744.09334475531,46935.38396317423,47220.16820511364,51024.36976495931,47108.74768662183,50922.9911598369,58775.147832465525,58407.946047671074,51940.751486887384,53654.85024490076,49157.20148540609,40959.020154739934,12573.631786068734,9118.500411072142,4206.172130332423
scenario_6178,26092.055873565492,21672.769921022493,32697.32432171944,20410.04908925782,31932.993443616382,42538.94820611111,26339.173739829814,41093.32729809379,46561.43262501547,38232.72966160648,44590.310758282765,54567.74878472956,49970.51675460194,54318.20445161228,52923.89485883989,53185.87790525931,56008.396697627155,59187.82014731216,50915.0355069486,57677.45345134437,51246.657466458244,44816.69752415843,23389.289704092633,15309.730513079616
scenario_4389,8419.39786954374,6097.192862343385,1000.0,1000.0,7875.3135084484275,17476.325789009992,28983.70083352505,21609.069858961346,27073.64343566198,25443.818023063573,44714.31442670941,45181.17449371692,44048.18682657712,53498.43916633903,41217.74985754947,39356.900964986075,40659.747578284754,42376.10288437283,37080.384164333285,33194.820852959216,36111.239535241664,24473.890312364863,24989.73490482895,1000.0
scenario_4022,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,17957.36728789971,1000.0,1000.0,16362.040889171734,27828.496135301648,37898.39746584334,20919.470946686444,26512.438685354482,33786.707124429,30341.018244944367,38374.526243306296,22545.999452100823,41599.2990532857,31056.235920861163,17437.396669050664,17306.10211081445,1000.0
scenario_4878,13060.489932574888,14263.217543021561,22953.818977401563,16900.338224740575,18608.13222654693,20512.079986642224,26670.524307857435,28878.20796221317,32329.4088126107,40795.621832904064,46597.65911180905,50828.311477412186,53699.69175937181,51421.2501359078,47530.862026048184,47874.02903305442,60372.70350329794,61386.07656789295,45351.86864598472,38778.18990455796,30341.244122118507,36196.284399936834,20731.257590978254,21084.79101952321
scenario_0835,11999.79823886833,24070.53926839718,15111.087678924327,15266.055482000975,10827.561810479427,21697.595447036503,29121.54005171197,24092.41752791851,31474.428661750928,44777.89556225647,47917.70998609658,55649.43986569698,53262.3382550328,59724.10222245974,55574.138120637035,56719.737245118195,52408.723593274044,61666.93796083765,57076.434943235836,55100.991927970004,41350.55455694537,37130.77565389594,46163.37597462843,47096.85891123465
scenario_2698,2021.878534867872,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,2712.5976751550716,1000.0,31890.441652149417,8538.456635247998,47273.0066770377,49165.07773156929,47428.35055900815,21860.828396706806,44549.18597557675,49209.941143530596,22199.412562312653,20471.950087518253,34747.77315091282,21182.756211792046,15778.065770722525,12963.854366336804,5349.070393406444
scenario_3394,27080.027841926036,31962.806620557036,14975.94910448433,26469.42170645781,28764.437816645368,31523.052023248427,27829.90414087735,38542.80126282021,33341.92420046594,43790.95871250499,43154.490549639675,34421.634321957245,39126.33898431552,43589.71523491878,54885.30446895924,56015.09627643469,39063.10912115262,56061.52459168152,40380.67845372777,24812.277229783856,33937.77960530074,11076.026104550634,19479.764023440817,3356.6565374878774
scenario_6685,17615.429650723425,12064.506621427536,9200.583250358788,9561.333331846297,4905.732886650352,21886.233730664993,19095.2703919967,23499.69510334629,33588.3384332642,22601.75230001408,32893.58245090447,45736.28012013057,37357.77198273517,42416.52718737084,44126.25519349307,46146.50659986921,46714.85954968109,39822.536555085564,26343.293111301853,40434.47075331103,35524.30369504311,29312.66176453684,25823.561688551265,16261.09874433613
scenario_6022,12515.663637611622,11347.832994150587,14385.1794320974,11128.498778881549,15797.276151311366,12261.901669691437,21460.898232590385,26605.336399618904,27171.28866023659,45629.181244733234,43552.695420650154,50550.27529082308,45811.46151343696,43366.460791170466,52148.14908098777,53741.673231384135,54655.63667659937,61977.28425357552,61023.93954994762,51126.121636500444,53646.70509595546,38418.28292251293,48626.37123252977,43250.66764353326
scenario_0682,22736.307599102136,21829.527885682775,18660.625627666817,17705.03324480781,19867.014733937103,18970.17891769851,19202.81779017512,35409.627543581926,37895.01486364575,48433.3804082649,58078.77479672848,59715.57671685684,62084.787665714044,61994.763860802486,66017.99706985783,63219.99204620291,54216.18108962573,57094.2542431167,66383.4618655178,55456.38855377823,53059.61247392105,45622.091360123,42945.38678660015,42925.50819156574
scenario_3933,12403.360451255812,10247.401471861827,10461.231883763074,7372.061656254955,1000.0,10380.354363093025,7264.212687479332,13793.268597510345,19029.43498304014,34203.572227756646,30355.62151532482,34675.6599845187,31370.730223452912,1000.0,17869.158892936248,25777.59372360058,37045.14539611954,25659.20076444398,30456.055729341264,40249.78878977177,22359.663012943412,24887.24455285781,10023.52488959,18225.179798209538
scenario_4916,24253.414188602383,41027.79536641878,29893.55550680942,21428.374603619548,31585.64781714935,24872.52812436554,34118.584977086684,25213.611266333424,32170.26856245235,37937.74256074468,48593.584521925855,38651.809247151745,39155.45657429989,45387.194370119956,37624.42816695339,56880.142050189956,58685.823944557786,45387.931450226344,44494.87664672426,41828.90546380651,29921.38614599272,26040.510540597235,38106.86541628046,24657.570052617804
scenario_6792,1000.0,1309.869672716719,4945.677454069388,8460.451688249072,1000.0,11147.354998465125,18746.55965932335,37214.06498901972,46691.222186361694,45470.20716037047,45608.07990883103,48464.17132664448,52529.268671094964,45071.93785273464,50648.55819003749,58121.029215273935,56567.568767782635,51245.23364021788,47977.77697479467,40548.574400487036,40661.26447811254,32331.31194586345,26543.16393039101,27978.361681200102
scenario_5354,6829.755872083624,16291.595841849205,14846.034189276346,11979.080397254475,14714.327791428379,24529.63081648945,21903.437680173483,38257.39428870043,43672.482894210014,53769.94567738789,61758.69997689047,56706.998311105526,63905.87932489097,50992.587088393455,64219.10056085886,56456.23439449828,66711.09650519694,53701.7015300218,57817.15242178809,51067.591281238645,31684.677413803627,34327.301986573635,28024.95959007491,28828.38900883607
scenario_0052,8145.9099182224745,6497.807320684056,15011.174328301531,5434.97942826245,16676.508978407503,20170.23325102548,21250.403764278315,25573.88542462476,28989.490860259863,37241.26287669731,46634.29474468854,44311.66925105162,43831.87692200755,38679.382233117,42264.979304021115,56046.71943310036,33765.24198842429,41543.51297911111,45411.83976658965,37871.978936211715,19556.61819737005,23709.28873407189,20202.244092993424,16352.821665086063
scenario_4524,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,11922.223516290276,7683.074690236838,5517.445040244908,11243.436340888975,17903.545887921762,29961.187534299024,26372.23972087509,42437.36339712911,15502.877114953599,31902.93012238612,32179.52274344664,14319.1584330625,14884.58852942149,31685.66553857149,24771.163698491826,17595.15592611306,1000.0,1000.0
scenario_7490,9591.20554713699,14583.066065888863,17123.788226681427,13082.781806823812,10925.909462154297,20034.216942945473,15173.001450138408,17028.740466175015,25273.019332523923,34609.58842563076,39369.10069247447,45997.4180480769,45346.092072049105,50940.83354899057,51293.82865426755,50287.72397346484,49619.63447317756,42236.12544354551,45061.89703129664,46828.702863956045,43009.75430048599,22786.098493251608,10580.547425621218,13608.756599846172
scenario_2887,19045.539979680907,18950.803095431795,18328.64834390766,15058.909005737703,7886.92247748802,21059.544256829395,12642.994237114222,31157.054130050794,29120.584239993987,49238.51321779867,44910.77665448714,56077.00611270382,49226.42831466021,55929.046171109905,52918.35502397493,51519.658498291596,58553.250301599706,40312.691969563864,46438.711570284504,54431.205966113004,37619.9464871985,17627.939192635742,25368.72437764379,8742.053362856168
scenario_4172,8335.96298451681,1000.0,2793.690654754231,4282.29194230921,8852.734925286939,1000.0,14315.919358250196,18778.770660884435,22918.04722547082,36623.431660137736,42157.09435424673,45043.697688476044,40496.090036063324,42337.45764681967,53982.052830201406,52274.169273881664,48986.489968425245,53601.85286513914,40097.314458355235,35390.86001094829,23386.254806802106,35265.339274579856,13811.121197461121,16781.106171704276
scenario_2572,26043.38784158353,21725.008482507692,9538.642226197917,12324.14806398017,29758.013262850065,33520.60038007052,38697.32375588704,37141.10996319007,40570.38260137853,43821.127044553185,40316.08555011945,48820.35902841048,57419.63358882548,49552.96134277895,37896.180684251856,37533.912243379185,49420.24292316237,48441.089694786024,52985.85344670631,54777.35192534545,37552.09298784044,36346.469404424104,37239.935447346725,23500.744642513513
scenario_5737,28586.06954938138,33091.469580476805,33799.989981181505,25940.514605672204,32213.619587506037,22928.058667192985,33640.89945733386,29286.98381970153,45804.99799321605,57794.51643186482,57266.24734635373,64675.771466477956,59492.102422895216,69827.13345901927,69391.98082493988,64124.517195208064,69177.59730515441,57365.103409098025,66728.25363345737,52810.524409443286,60201.31557050593,41314.388982838274,36301.80544887041,23070.436418439494
scenario_4612,3138.0666753957994,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,2338.2584344333623,1000.0,9973.963254058679,19034.90294627542,19902.954847012435,32827.366240457966,40126.93745976781,51502.33114269994,38907.0489729125,46262.17137766762,40240.677142858054,30046.450137162865,33623.9762393305,19679.165669757924,14242.197944995205,1000.0,1000.0
scenario_5384,1000.0,3634.6688823678196,11209.217203381624,13993.108395441384,4128.771555368468,4720.70270409045,1000.0,10820.502164331465,10678.937218440236,35712.87506834614,36987.47623781345,46982.283605574674,51307.02953812601,48125.030421975614,57349.141655621745,52529.16829390473,53461.26275846818,45367.405902643164,51448.39673954132,55178.721365282065,44201.87681863314,25999.737356892452,33353.49574146813,27215.000885370853
scenario_6229,30496.458846658825,45382.4898433164,42179.162505940236,40875.41029225022,43976.60754942889,46926.2830336515,46433.47656926018,47901.432577834814,53184.88502237293,54826.40551379243,61323.603112378914,63683.05530045381,66359.90919092338,66941.2881799396,67106.05601750851,71319.012315389,72466.3014408712,72296.51155723364,71245.85951199952,67249.07896192721,66861.92825942292,61228.46719802844,54297.8370625382,50567.71781762364
scenario_5712,16334.804594816524,18056.557245323133,12110.238065756828,34064.176782383096,36623.263297211415,37427.681530430644,33955.19224572923,30460.012151418643,26594.859134587005,44639.195667771666,42913.5981430712,57376.01523740676,48125.112811140076,46405.53763466631,51828.670419402784,37803.05031531977,56238.065802201934,60665.13148234323,50811.36855130261,54916.85973650288,33320.05982721766,41287.52683827013,38673.89455984038,31291.774473488367
scenario_5226,11976.14332957824,16241.769572061814,12049.260888296609,13619.50891188559,15805.15633889467,13720.954403905875,13275.535760697361,30789.326517093374,39418.96347554413,43429.10605234143,38435.61957946477,52247.433062841046,48443.86223861787,46884.971773554986,38811.59638763407,55943.29775841001,35211.454581530044,54859.989314280196,49680.0833322503,32174.362916589133,27041.094733200036,31338.26437600802,27819.457709911803,20629.672803642196
scenario_5129,1000.0,1000.0,8403.343193430075,1000.0,1000.0,5221.833916939206,10865.103163569544,19611.237971033865,40269.08925076291,33538.76658886959,33806.205372570046,38655.191977384966,46862.005782452514,47614.99609148589,41409.86136597466,56974.4751778098,54713.74367128968,56414.478806976666,39088.17728566537,44587.850485682044,37208.14782702949,21121.098781088738,7306.052795248477,1000.0
scenario_6391,11408.646755809437,11497.81075031728,16772.933534886757,12871.41810290113,17951.507840442042,37412.48476503593,28488.27772193251,28708.21416583747,37145.30769689286,30009.680009341027,30451.079943123856,33460.364469212385,27173.657004792323,1846.5971933572928,38303.53121393287,38184.367347174455,38318.246288526934,45554.51714133427,24774.075263020477,32551.614472955516,35711.76067065187,26305.647985376563,17529.378128876815,9633.227846175876
scenario_0074,21511.2927183102,6407.645118309527,9261.90027690729,15730.03328158868,6025.036099795419,19121.959233417765,22826.430297005638,37042.40285026099,52439.221766536924,51545.25239420178,56122.57582405574,59486.74310899292,66214.53510037596,66432.01296036747,67444.64213046031,67727.62392889649,73578.53961783214,62711.56021765668,67704.88071860097,63442.963100462366,54246.39235989378,41075.65962095085,38579.93748381865,29878.66408683532
scenario_1867,18637.55167890649,7095.243455931784,15761.395771390962,13256.598874208354,10872.183926052156,31733.828793869834,29762.24131902498,31611.1593181559,36581.917517847345,42500.31877759317,43105.82685415824,39287.904639265165,32207.725773654915,44266.6742378865,28707.49866469347,39501.9430720652,39635.12053232118,49217.44889743358,30538.694829970773,45963.572060771825,35065.85586104782,42814.669700974286,25737.125837521493,19751.496747687233
scenario_1900,24295.88963886949,18870.506896404186,15651.939547380527,17162.62723357383,38046.137968314084,29320.136996137324,21977.20103741656,34358.88648923805,43655.17710452326,51745.01273919535,54759.30938455557,56311.875021506494,53374.82685294942,56958.47462915469,64117.36447080796,64645.536309847404,62211.76469343261,60991.59100198148,60828.00557161076,48261.48814575685,45163.56475136919,44180.579148217876,35422.04999081303,23295.835302310887
scenario_7467,25443.022508728827,25583.718048425235,19340.991531030322,11441.794757264553,27699.757487858507,31541.408863798242,37384.781020743736,42556.112810004204,47551.63339143765,45380.26788029627,50500.24510160189,51594.02301982391,58248.07202554804,56153.90015884143,58841.46898273048,65301.272330696236,63811.15575305624,49801.685330235814,58486.26804166498,46264.0324760513,43045.27546182989,29687.336682279056,35375.5151573551,22661.649361828295
scenario_6728,35877.74130556347,38735.49909877275,38500.38810333239,33621.552153144745,37081.51637376087,43150.903448157,40849.45474997626,40990.19163692284,44921.85327086947,45178.890543118534,51145.318525058494,46662.925809199216,56683.13781570596,52930.91061204076,55323.53743057383,64927.93467457598,58853.642341071485,59659.71677100354,61661.56274463239,58126.921733233816,56960.49598378491,46141.084844762074,50864.52730031362,43438.037911235944
